market_regime,direction,amount_tag,flow_category,dart_tag,window_category,event_count,usable_event_count,company_count,dominant_followup,dominant_count,dominant_rate,external_review_count,leading_signal_count,hypothesis_pass,leading_share
유동성/저금리 후반장,up,거래대금평균상회,외국인기관동반매수,주변공시부재,직접반응,17,17,11,상승지속,8,0.47058823529411764,0,17,False,1.0
반도체 반등장,up,거래대금약함,외국인기관동반매도,DART공시동반,직접반응,15,15,11,상승실패,7,0.4666666666666667,13,15,False,1.0
반도체 반등장,up,거래대금급증,수급엇갈림,DART공시동반,직접반응,42,41,16,상승실패,19,0.4634146341463415,11,42,False,1.0
변동성 장세,up,거래대금약함,외국인기관동반매도,DART공시동반,직접반응,13,13,9,상승지속,6,0.46153846153846156,12,13,False,1.0
유동성/저금리 후반장,down,거래대금약함,수급엇갈림,주변공시부재,선반영,14,13,8,하락후반등,6,0.46153846153846156,14,14,False,1.0
금리 인상/긴축장,up,거래대금약함,외국인기관동반매도,DART공시동반,직접반응,35,35,17,상승실패,16,0.45714285714285713,28,35,False,1.0
변동성 장세,up,거래대금급증,수급엇갈림,DART공시동반,직접반응,46,44,20,상승실패,20,0.45454545454545453,21,46,False,1.0
변동성 장세,down,거래대금급증,수급엇갈림,DART공시동반,직접반응,22,22,11,하락후반등,10,0.45454545454545453,7,22,False,1.0
AI/전력기기 테마장,up,거래대금급증,수급엇갈림,주변공시부재,직접반응,25,22,8,상승실패,10,0.45454545454545453,7,25,False,1.0
변동성 장세,down,거래대금평균상회,수급엇갈림,주변공시부재,누적배경,11,11,9,하락후반등,5,0.45454545454545453,7,11,False,1.0
AI/전력기기 테마장,down,거래대금평균상회,외국인기관동반매도,주변공시부재,직접반응,11,11,7,단기반등,5,0.45454545454545453,0,11,False,1.0
유동성/저금리 후반장,down,거래대금약함,수급엇갈림,DART공시동반,직접반응,57,53,20,하락후반등,24,0.4528301886792453,19,57,False,1.0
유동성/저금리 후반장,up,거래대금급증,수급엇갈림,DART공시동반,직접반응,49,47,20,상승실패,21,0.44680851063829785,19,49,False,1.0
변동성 장세,down,거래대금평균상회,외국인기관동반매도,DART공시동반,직접반응,59,54,23,하락지속,24,0.4444444444444444,0,59,False,1.0
반도체 반등장,down,거래대금약함,수급엇갈림,주변공시부재,누적배경,12,9,10,하락후반등,4,0.4444444444444444,12,12,False,1.0
AI/전력기기 테마장,up,거래대금평균상회,수급엇갈림,주변공시부재,선반영,9,9,9,상승실패,4,0.4444444444444444,4,9,False,1.0
반도체 반등장,up,거래대금평균상회,수급엇갈림,주변공시부재,누적배경,9,9,9,상승실패,4,0.4444444444444444,5,9,False,1.0
변동성 장세,up,거래대금급증,외국인기관동반매도,DART공시동반,직접반응,10,9,8,상승지속,4,0.4444444444444444,9,10,False,1.0
금리 인상/긴축장,up,거래대금약함,외국인기관동반매수,주변공시부재,직접반응,16,16,8,상승지속,7,0.4375,0,15,False,0.9375
AI/전력기기 테마장,up,거래대금급증,수급엇갈림,DART공시동반,직접반응,97,94,23,상승실패,41,0.43617021276595747,31,97,False,1.0
금리 인상/긴축장,down,거래대금평균상회,외국인기관동반매도,주변공시부재,직접반응,26,23,16,하락지속,10,0.43478260869565216,0,26,False,1.0
금리 인상/긴축장,up,거래대금평균상회,수급엇갈림,주변공시부재,누적배경,14,14,12,상승실패,6,0.42857142857142855,6,14,False,1.0
반도체 반등장,down,거래대금급증,외국인기관동반매수,DART공시동반,직접반응,14,14,11,하락후반등,6,0.42857142857142855,12,14,False,1.0
변동성 장세,up,거래대금평균상회,외국인기관동반매수,주변공시부재,직접반응,16,14,11,상승지속,6,0.42857142857142855,0,16,False,1.0
AI/전력기기 테마장,up,거래대금평균상회,수급엇갈림,주변공시부재,직접반응,14,14,9,상승실패,6,0.42857142857142855,1,14,False,1.0
유동성/저금리 후반장,down,거래대금평균상회,외국인기관동반매도,주변공시부재,직접반응,9,7,7,하락지속,3,0.42857142857142855,0,9,False,1.0
AI/전력기기 테마장,down,거래대금급증,외국인기관동반매도,주변공시부재,직접반응,7,7,6,하락후반등,3,0.42857142857142855,0,7,False,1.0
유동성/저금리 후반장,down,거래대금평균상회,수급엇갈림,주변공시부재,선반영,8,7,6,하락유지,3,0.42857142857142855,1,8,False,1.0
AI/전력기기 테마장,down,거래대금평균상회,외국인기관동반매수,DART공시동반,직접반응,54,54,19,하락후반등,23,0.42592592592592593,54,54,False,1.0
AI/전력기기 테마장,up,거래대금평균상회,외국인기관동반매도,DART공시동반,직접반응,60,59,23,상승실패,25,0.423728813559322,57,60,False,1.0
AI/전력기기 테마장,up,거래대금약함,외국인기관동반매수,DART공시동반,직접반응,57,57,21,상승지속,24,0.42105263157894735,0,57,False,1.0
반도체 반등장,up,거래대금급증,외국인기관동반매수,DART공시동반,직접반응,40,38,18,상승실패,16,0.42105263157894735,0,39,False,0.975
유동성/저금리 후반장,down,거래대금약함,외국인기관동반매수,DART공시동반,직접반응,20,19,14,하락후반등,8,0.42105263157894735,16,20,False,1.0
금리 인상/긴축장,down,거래대금약함,수급엇갈림,DART공시동반,직접반응,132,124,26,하락후반등,52,0.41935483870967744,52,132,False,1.0
변동성 장세,down,거래대금급증,외국인기관동반매도,DART공시동반,직접반응,12,12,9,하락유지,5,0.4166666666666667,0,12,False,1.0
AI/전력기기 테마장,down,거래대금약함,수급엇갈림,DART공시동반,직접반응,158,145,26,하락후반등,60,0.41379310344827586,57,158,False,1.0
반도체 반등장,down,거래대금약함,외국인기관동반매도,DART공시동반,직접반응,33,29,19,하락유지,12,0.41379310344827586,0,33,False,1.0
변동성 장세,down,거래대금평균상회,수급엇갈림,DART공시동반,직접반응,98,90,26,하락후반등,37,0.4111111111111111,39,93,False,0.9489795918367347
금리 인상/긴축장,down,거래대금평균상회,외국인기관동반매수,DART공시동반,직접반응,41,39,18,하락후반등,16,0.41025641025641024,40,40,False,0.975609756097561
변동성 장세,up,거래대금급증,수급엇갈림,주변공시부재,직접반응,22,22,10,상승실패,9,0.4090909090909091,10,22,False,1.0
유동성/저금리 후반장,down,거래대금약함,외국인기관동반매도,DART공시동반,직접반응,28,27,17,하락지속,11,0.4074074074074074,0,28,False,1.0
금리 인상/긴축장,up,거래대금평균상회,외국인기관동반매도,DART공시동반,직접반응,29,27,14,상승실패,11,0.4074074074074074,27,29,False,1.0
변동성 장세,up,거래대금급증,외국인기관동반매수,DART공시동반,직접반응,59,59,21,상승지속,24,0.4067796610169492,0,59,False,1.0
금리 인상/긴축장,up,거래대금급증,수급엇갈림,DART공시동반,직접반응,79,72,25,상승실패,29,0.4027777777777778,23,79,False,1.0
금리 인상/긴축장,down,거래대금약함,수급엇갈림,주변공시부재,누적배경,21,20,15,하락지속,8,0.4,21,21,False,1.0
금리 인상/긴축장,up,거래대금평균상회,외국인기관동반매수,주변공시부재,직접반응,23,20,14,단기되돌림,8,0.4,0,20,False,0.8695652173913043
반도체 반등장,down,거래대금평균상회,외국인기관동반매수,DART공시동반,직접반응,20,20,14,하락유지,8,0.4,16,20,False,1.0
